,Class
0,1
1,0
2,0
3,1
4,0
5,0
6,0
7,1
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,0
17,0
18,1
19,0
20,0
21,1
22,0
23,1
24,1
25,1
26,0
27,0
28,1
29,0
30,1
31,0
32,1
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,0
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,0
60,0
61,1
62,1
63,0
64,1
65,0
66,1
67,0
68,1
69,0
70,0
71,0
72,0
73,1
74,0
75,0
76,0
77,1
78,0
79,1
80,1
81,0
82,0
83,1
84,0
85,0
86,0
87,1
88,1
89,0
90,1
91,1
92,1
93,0
94,1
95,1
96,1
97,0
98,1
99,1
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,1
108,1
109,0
110,0
111,0
112,1
113,0
114,0
115,0
116,1
117,0
118,1
119,0
120,1
121,1
122,1
123,1
124,0
125,1
126,1
127,0
128,1
129,0
130,0
131,0
132,0
133,1
134,0
135,1
136,0
137,1
138,0
139,0
140,0
141,1
142,1
143,0
144,1
145,1
146,1
147,1
148,1
149,0
150,1
151,1
152,0
153,1
154,0
155,1
156,1
157,1
158,0
159,1
160,1
161,1
162,1
163,0
164,1
165,1
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,0
175,0
176,1
177,0
178,0
179,1
180,1
181,0
182,1
183,0
184,1
185,0
186,1
187,1
188,1
189,0
190,0
191,1
192,1
193,1
194,0
195,1
196,1
197,1
198,0
199,0
200,0
201,0
202,0
203,1
204,1
205,1
206,1
207,0
208,0
209,1
210,0
211,1
212,1
213,1
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,1
224,1
225,0
226,0
227,1
228,0
229,0
230,1
231,1
232,0
233,1
234,0
235,1
236,1
237,0
238,1
239,0
240,0
241,0
242,1
243,0
244,0
245,0
246,0
247,1
248,0
249,0
250,0
251,0
252,1
253,1
254,1
255,0
256,1
257,1
258,1
259,0
260,0
261,1
262,1
263,1
264,1
265,0
266,1
267,1
268,1
269,1
270,1
271,1
272,0
273,1
274,1
275,1
276,0
277,0
278,1
279,0
280,0
281,1
282,1
283,1
284,0
285,1
286,0
287,0
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,1
297,0
298,1
299,1
300,0
301,1
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,1
314,0
315,1
316,1
317,0
318,1
319,1
320,0
321,0
322,0
323,1
324,0
325,0
326,0
327,1
328,1
329,1
330,1
331,0
332,1
333,0
334,0
335,1
336,0
337,0
338,1
339,1
340,1
341,1
342,0
343,1
344,0
345,0
346,1
347,0
348,0
349,0
350,0
351,0
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,0
360,1
361,1
362,1
363,0
364,1
365,0
366,1
367,0
368,0
369,1
370,1
371,0
372,1
373,0
374,0
375,1
376,1
377,1
378,1
379,0
380,0
381,0
382,0
383,0
384,1
385,0
386,0
387,0
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,0
397,1
398,1
399,0
400,1
401,1
402,1
403,0
404,1
405,1
406,1
407,0
408,1
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,0
417,0
418,0
419,1
420,1
421,0
422,0
423,1
424,1
425,1
426,0
427,0
428,0
429,1
430,0
431,1
432,0
433,0
434,1
435,1
436,1
437,0
438,1
439,1
440,1
441,0
442,1
443,0
444,1
445,0
446,1
447,0
448,1
449,1
450,0
451,1
452,1
453,1
454,0
455,0
456,1
457,0
458,0
459,0
460,0
461,1
462,1
463,1
464,0
465,1
466,0
467,1
468,0
469,0
470,1
471,1
472,1
473,1
474,0
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,1
483,0
484,1
485,1
486,0
487,0
488,0
489,1
490,1
491,1
492,0
493,1
494,0
495,0
496,0
497,0
498,1
499,0
500,1
501,0
502,1
503,1
504,0
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,0
519,0
520,0
521,1
522,0
523,0
524,0
525,0
526,1
527,1
528,0
529,0
530,0
531,0
532,1
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,1
543,0
544,1
545,1
546,0
547,1
548,1
549,1
550,0
551,1
552,0
553,0
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,1
562,1
563,0
564,1
565,0
566,0
567,0
568,0
569,1
570,1
571,0
572,0
573,1
574,0
575,0
576,1
577,0
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,0
586,0
587,1
588,1
589,0
590,1
591,1
592,0
593,1
594,1
595,0
596,0
597,0
598,1
599,1
600,1
601,1
602,0
603,1
604,0
605,0
606,1
607,1
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,1
616,1
617,1
618,0
619,0
620,0
621,1
622,1
623,1
624,1
625,1
626,0
627,1
628,0
629,1
630,0
631,1
632,0
633,1
634,0
635,0
636,0
637,1
638,0
639,0
640,0
641,0
642,1
643,1
644,0
645,1
646,0
647,1
648,0
649,0
650,1
651,0
652,1
653,1
654,1
655,0
656,1
657,0
658,0
659,1
660,1
661,0
662,1
663,0
664,0
665,0
666,0
667,1
668,1
669,1
670,0
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,0
686,0
687,1
688,0
689,0
690,0
691,0
692,1
693,1
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,1
702,0
703,0
704,1
705,1
706,1
707,1
708,1
709,0
710,0
711,0
712,1
713,1
714,0
715,1
716,1
717,0
718,0
719,1
720,0
721,0
722,0
723,1
724,0
725,1
726,1
727,0
728,1
729,0
730,0
731,0
732,0
733,1
734,0
735,0
736,1
737,0
738,1
739,0
740,0
741,1
742,1
743,1
744,1
745,0
746,1
747,1
748,1
749,1
750,1
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,1
760,1
761,0
762,1
763,1
764,0
765,1
766,1
767,1
768,0
769,1
770,0
771,0
772,1
773,1
774,0
775,0
776,0
777,0
778,1
779,1
780,1
781,0
782,0
783,1
784,0
785,0
786,0
787,0
788,1
789,1
790,0
791,1
792,1
793,1
794,0
795,0
796,1
797,0
798,1
799,0
800,1
801,1
802,0
803,1
804,0
805,0
806,1
807,1
808,1
809,0
810,0
811,0
812,1
813,0
814,0
815,1
816,1
817,0
818,0
819,1
820,0
821,1
822,0
823,1
824,0
825,0
826,1
827,1
828,1
829,0
830,1
831,0
832,0
833,1
834,0
835,0
836,1
837,0
838,0
839,1
840,1
841,0
842,1
843,0
844,0
845,0
846,0
847,0
848,1
849,0
850,1
851,0
852,0
853,0
854,1
855,0
856,1
857,1
858,0
859,0
860,0
861,1
862,0
863,0
864,1
865,1
866,0
867,1
868,0
869,0
870,0
871,1
872,1
873,1
874,1
875,0
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,0
885,1
886,1
887,1
888,0
889,1
890,0
891,0
892,1
893,1
894,1
895,1
896,0
897,0
898,1
899,1
900,0
901,1
902,1
903,1
904,0
905,1
906,0
907,1
908,1
909,1
910,1
911,1
912,0
913,0
914,0
915,0
916,1
917,1
918,0
919,1
920,0
921,1
922,1
923,1
924,1
925,0
926,0
927,0
928,1
929,1
930,1
931,0
932,1
933,1
934,1
935,1
936,0
937,0
938,1
939,1
940,1
941,1
942,1
943,1
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,1
952,0
953,0
954,1
955,1
956,1
957,0
958,1
959,1
960,1
961,1
962,1
963,0
964,1
965,1
966,1
967,0
968,1
969,1
970,1
971,1
972,0
973,0
974,1
975,0
976,0
977,0
978,0
979,1
980,1
981,1
982,1
983,0
984,1
985,1
986,1
987,0
988,0
989,1
990,1
991,0
992,0
993,1
994,1
995,0
996,1
997,0
998,1
999,1
1000,1
1001,1
1002,0
1003,0
1004,1
1005,1
1006,0
1007,1
1008,1
1009,1
1010,1
1011,0
1012,1
1013,0
1014,0
1015,0
1016,1
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,1
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,1
1049,1
1050,1
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,1
1059,1
1060,1
1061,0
1062,1
1063,0
1064,0
1065,1
1066,0
1067,0
1068,0
1069,1
1070,0
1071,1
1072,0
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,0
1090,0
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,0
1111,0
1112,0
1113,1
1114,1
1115,1
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,0
1124,1
1125,1
1126,1
1127,1
1128,0
1129,0
1130,1
1131,0
1132,1
1133,1
1134,0
1135,0
1136,1
1137,1
1138,0
1139,0
1140,1
1141,0
1142,1
1143,0
1144,0
1145,1
1146,1
1147,0
1148,1
1149,0
1150,1
1151,1
1152,1
1153,0
1154,1
1155,0
1156,0
1157,1
1158,0
1159,1
1160,0
1161,1
1162,0
1163,0
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,1
1172,1
1173,0
1174,1
1175,1
1176,0
1177,1
1178,0
1179,1
1180,1
1181,0
1182,0
1183,0
1184,1
1185,1
1186,1
1187,1
1188,0
1189,1
1190,0
1191,1
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,0
1211,1
1212,1
1213,0
1214,0
1215,1
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,0
1230,0
